pair_id,canonical_seed_id,source_origin,resource_type,input_style,flag_type,flag_reason,review_status,notes,reviewer_1_name,reviewer_2_name,reviewer_1_faithfulness,reviewer_2_faithfulness,reviewer_1_unsupported_fact,reviewer_2_unsupported_fact,reviewer_1_omission,reviewer_2_omission,reviewer_1_context_leakage,reviewer_2_context_leakage,reviewer_1_naturalness,reviewer_2_naturalness,reviewer_1_flag_type,reviewer_2_flag_type,reviewer_1_decision,reviewer_2_decision,reviewer_1_comments,reviewer_2_comments,binary_disagreement_count,decision_disagreement,disposition_only_disagreement,merged_decision,adjudication_needed,disagreement_summary,final_decision,final_notes
gptx-syn-012__brief_clinical_narrative,gptx-syn-012,synthea,Observation,brief_clinical_narrative,context_leakage,"The canonical target has linked references, so the compressed source-side rendering should be checked for hidden context importation.",flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/d0bac5a3-7864-f695-6f7c-8104c0bdf2f8.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,1,0,3,4,context_leakage,context_leakage,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Potassium 4.8 mmol/L correctly rendered. Performer A. Langeveld in target not in input but from seed.,1,yes,False,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; decision revise vs keep.,,
gptx-syn-012__brief_clinical_narrative,gptx-syn-012,synthea,Observation,brief_clinical_narrative,unit_sensitivity,The Observation pair depends on exact numeric value and unit preservation.,flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/d0bac5a3-7864-f695-6f7c-8104c0bdf2f8.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,3,4,style_uncertainty,unit_sensitivity,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Same potassium entry. Unit mmol/L preserved exactly.,0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-012__semi_structured,gptx-syn-012,synthea,Observation,semi_structured,unit_sensitivity,The Observation pair depends on exact numeric value and unit preservation.,flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/d0bac5a3-7864-f695-6f7c-8104c0bdf2f8.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,1,0,3,4,context_leakage,unit_sensitivity,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Potassium in semi-structured format. Value and unit exact match.,1,yes,False,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs unit_sensitivity; decision revise vs keep.,,
gptx-syn-013__concise_clinical,gptx-syn-013,synthea,Observation,concise_clinical,unit_sensitivity,The Observation pair depends on exact numeric value and unit preservation.,flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/e8f7e38f-3a74-5f81-e95c-334efa477a3b.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,1,0,3,4,context_leakage,unit_sensitivity,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Creatinine 2.3846 mg/dL correctly preserved. Unit exact.,1,yes,False,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs unit_sensitivity; decision revise vs keep.,,
gptx-syn-013__semi_structured,gptx-syn-013,synthea,Observation,semi_structured,unit_sensitivity,The Observation pair depends on exact numeric value and unit preservation.,flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/e8f7e38f-3a74-5f81-e95c-334efa477a3b.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,3,4,style_uncertainty,unit_sensitivity,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Creatinine in semi-structured format. Value and unit faithful.,0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-014__concise_clinical,gptx-syn-014,synthea,Observation,concise_clinical,unit_sensitivity,The Observation pair depends on exact numeric value and unit preservation.,flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/16b9fbe2-3ca5-2988-fe3d-70730ce38371.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,1,0,3,4,context_leakage,unit_sensitivity,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Cholesterol 196.73 mg/dL correctly preserved. Laboratory observation faithful.,1,yes,False,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs unit_sensitivity; decision revise vs keep.,,
gptx-syn-014__shorthand_clinical_note,gptx-syn-014,synthea,Observation,shorthand_clinical_note,context_leakage,"The canonical target has linked references, so the compressed source-side rendering should be checked for hidden context importation.",flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/16b9fbe2-3ca5-2988-fe3d-70730ce38371.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,4,4,none,context_leakage,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Shorthand format same cholesterol. Encounter/subject/performer references in target from seed per notes.,0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-014__shorthand_clinical_note,gptx-syn-014,synthea,Observation,shorthand_clinical_note,unit_sensitivity,The Observation pair depends on exact numeric value and unit preservation.,flagged_for_review,"Observation expression keeps the exact numeric value and unit from valueQuantity and stays target-local without importing subject, encounter, or performer context. Imported target remains unchanged from synthea_pilot50 seed Observation/16b9fbe2-3ca5-2988-fe3d-70730ce38371.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,4,4,none,unit_sensitivity,revise,keep,Pair needs revision: unsupported encounter reference present in FHIR target not grounded in input. Remove before retention.,Same entry. Unit mg/dL preserved.,0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-016__brief_clinical_narrative,gptx-syn-016,synthea,Condition,brief_clinical_narrative,context_leakage,"The canonical target has linked references, so the compressed source-side rendering should be checked for hidden context importation.",flagged_for_review,"Condition expression stays limited to the explicit diagnosis text, status fields, onset or abatement, and explicit severity when present; no duration, treatment, or hidden context is added. Imported target remains unchanged from synthea_pilot50 seed Condition/0443254f-7306-f744-c8e4-21524d693623.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,4,4,none,context_leakage,revise,keep,Revise: encounter reference not grounded in input. Remove before retention.,Anxiety condition with onset and abatement correctly captured. Encounter/subject in target from seed. No duration or treatment added beyond explicit fields.,0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-016__brief_clinical_narrative,gptx-syn-016,synthea,Condition,brief_clinical_narrative,style_uncertainty,"Narrative Condition phrasing is still conservative, but it should be checked to ensure no implied duration or history slips in.",flagged_for_review,"Condition expression stays limited to the explicit diagnosis text, status fields, onset or abatement, and explicit severity when present; no duration, treatment, or hidden context is added. Imported target remains unchanged from synthea_pilot50 seed Condition/0443254f-7306-f744-c8e4-21524d693623.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,4,4,none,style_uncertainty,revise,keep,Revise: encounter reference not grounded in input. Remove before retention.,"Same anxiety entry. ""Confirmed and resolved since"" vs ""active/confirmed"" - style nuance. Core clinical facts are faithful.",0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-017__shorthand_clinical_note,gptx-syn-017,synthea,Condition,shorthand_clinical_note,context_leakage,"The canonical target has linked references, so the compressed source-side rendering should be checked for hidden context importation.",flagged_for_review,"Condition expression stays limited to the explicit diagnosis text, status fields, onset or abatement, and explicit severity when present; no duration, treatment, or hidden context is added. Imported target remains unchanged from synthea_pilot50 seed Condition/06537fa0-88e4-a5f1-3a0a-9bb49cae9346.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,4,4,none,context_leakage,revise,keep,Revise: encounter reference not grounded in input. Remove before retention.,Viral sinusitis with onset/abatement in shorthand format. Condition code and status fields present. Encounter/subject references from seed per notes.,0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-019__brief_clinical_narrative,gptx-syn-019,synthea,Condition,brief_clinical_narrative,context_leakage,"The canonical target has linked references, so the compressed source-side rendering should be checked for hidden context importation.",flagged_for_review,"Condition expression stays limited to the explicit diagnosis text, status fields, onset or abatement, and explicit severity when present; no duration, treatment, or hidden context is added. Imported target remains unchanged from synthea_pilot50 seed Condition/00f9e3dc-c68e-7a7d-d3bb-4a79d77acb36.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,4,4,none,context_leakage,revise,keep,Revise: encounter reference not grounded in input. Remove before retention.,Fracture subluxation condition with onset/abatement dates. SNOMED code 263102004 matches diagnosis. Encounter/subject from seed. No hidden context imported.,0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
gptx-syn-019__brief_clinical_narrative,gptx-syn-019,synthea,Condition,brief_clinical_narrative,style_uncertainty,"Narrative Condition phrasing is still conservative, but it should be checked to ensure no implied duration or history slips in.",flagged_for_review,"Condition expression stays limited to the explicit diagnosis text, status fields, onset or abatement, and explicit severity when present; no duration, treatment, or hidden context is added. Imported target remains unchanged from synthea_pilot50 seed Condition/00f9e3dc-c68e-7a7d-d3bb-4a79d77acb36.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,1,0,3,4,context_leakage,style_uncertainty,revise,keep,Revise: encounter reference not grounded in input. Remove before retention.,Same fracture entry. Condition phraseology is conservative per notes. Core facts faithful.,1,yes,False,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs style_uncertainty; decision revise vs keep.,,
gptx-syn-020__shorthand_clinical_note,gptx-syn-020,synthea,Condition,shorthand_clinical_note,context_leakage,"The canonical target has linked references, so the compressed source-side rendering should be checked for hidden context importation.",flagged_for_review,"Condition expression stays limited to the explicit diagnosis text, status fields, onset or abatement, and explicit severity when present; no duration, treatment, or hidden context is added. Imported target remains unchanged from synthea_pilot50 seed Condition/08056bc1-b178-1d21-6eda-44840fd1882b.",Claude_Reviewer_1,reviewer2,1,1,0,0,0,0,0,0,3,4,style_uncertainty,context_leakage,revise,keep,Revise: encounter reference not grounded in input. Remove before retention.,"Chronic sinusitis in shorthand format. Clinical status active, verification confirmed. Onset date present. Encounter/subject from seed.",0,yes,True,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,,
