dataset,pair_id_or_candidate_id,reviewer_1_decision,reviewer_2_decision,merged_decision,adjudication_needed,disagreement_summary,preliminary_training_bucket,final_decision,final_notes
gpt_expanded,gptx-syn-019__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
gpt_expanded,gptx-syn-019__brief_clinical_narrative,revise,keep,pending_adjudication,yes,Disagreement on context_leakage 1 vs 0; naturalness 3 vs 4; flag_type context_leakage vs style_uncertainty; decision revise vs keep.,exclude_for_now,,GPT-expanded policy: default conservative exclusion until much more of the pending queue is resolved. No adjudication outcome recorded; preliminarily bucketed conservatively due to unsupported/context-leakage/omission risk.
gpt_expanded,gptx-syn-020__shorthand_clinical_note,revise,keep,pending_adjudication,yes,Disposition-only disagreement: both reviewers agree on the binary reliability dimensions but decisions differ (revise vs keep).,use_after_revision,,GPT-expanded policy: unresolved row is only tentatively salvageable and needs explicit adjudication before use. No adjudication outcome recorded; preliminarily bucketed as repairable because disagreement is disposition-only.
mimic_eicu,demo-mimic-eicu-pair-0001,keep,keep,keep,no,Disagreement on naturalness 5 vs 4.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0002,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0003,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0004,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0005,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0006,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0007,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0008,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0009,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0010,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0011,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0012,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0013,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
mimic_eicu,demo-mimic-eicu-pair-0014,keep,keep,keep,no,No disagreement detected.,exclude_for_now,keep,MIMIC/eICU policy: demo_only_low_weight_candidate at most; exclude from formal training for now. Final decision carried from merged_decision=keep.
